pos_single;pos_context;base_single;base_context;orth_single;orth_context;number_single;number_context;case_single;case_context;gender_single;gender_context;rel_tok_distance;pos_between;phrase_type;sumo_concept;synset_id;sumo_concept_bs;synset_id_bs;pos_context_bs;base_context_bs;orth_context_bs;number_context_bs;case_context_bs;gender_context_bs;pos_context_bow;base_context_bow;orth_context_bow;number_context_bow;case_context_bow;gender_context_bow;synset_id_bow;first_predicate;second_predicate;relation_name
"subst;adj";"prepadjsubstconjadj;interpbedziegersubstsubst";"wybory;wczesny";"dla;polski;rozwiązanie;niż;wczesny;,;być;powstać;blok;naprawa";"wybory;wcześniejsze";"dla;Polskim;rozwiązaniem;niż;wcześniejsze;,;będzie;powstanie;Bloku;Naprawy";"pl;pl";"_sgsg_pl;_sgsgsgsg";"nom;nom";"geninstinst_nom;__nomgengen";"n;n";"_nn_n;__nm3f";1;;chunk_np;"equivalent:Election;subsumed:Voting_NONE";"25822;10544";"equivalent:Election;subsumed:Voting_NONE";"25822;10544";"prepadjsubstconjadj;interpbedziegersubstsubst";"dla;polski;rozwiązanie;niż;wczesny;,;być;powstać;blok;naprawa";"dla;Polskim;rozwiązaniem;niż;wcześniejsze;,;będzie;powstanie;Bloku;Naprawy";"_sgsg_pl;_sgsgsgsg";"geninstinst_nom;__nomgengen";"_nn_n;__nm3f";"prepadjsubstconjadj;interpbedziegersubstsubst";"dla;polski;rozwiązanie;niż;wczesny;,;być;powstać;blok;naprawa";"dla;Polskim;rozwiązaniem;niż;wcześniejsze;,;będzie;powstanie;Bloku;Naprawy";"_sgsg_pl;_sgsgsgsg";"geninstinst_nom;__nomgengen";"_nn_n;__nm3f";"25822;10544";"0;0";"0;0";manner
"ger;subst";"conjadjsubstinterpbedzie;substsubstsubstpactsubst";"powstać;blok";"niż;wczesny;wybory;,;być;blok;naprawa;państwo;stabilizować;zaplecze";"powstanie;Bloku";"niż;wcześniejsze;wybory;,;będzie;Bloku;Naprawy;Państwa;stabilizującego;zaplecze";"sg;sg";"_plpl_sg;sgsgsgsgsg";"nom;gen";"_nomnom__;gengengengenacc";"n;m3";"_nn__;m3fnnn";1;;chunk_np;"NONE_subsumed:PoliticalOrganization;subsumed:Organization";"NONE;29219";"NONE_subsumed:PoliticalOrganization;subsumed:Organization";"NONE;29219";"conjadjsubstinterpbedzie;substsubstsubstpactsubst";"niż;wczesny;wybory;,;być;blok;naprawa;państwo;stabilizować;zaplecze";"niż;wcześniejsze;wybory;,;będzie;Bloku;Naprawy;Państwa;stabilizującego;zaplecze";"_plpl_sg;sgsgsgsgsg";"_nomnom__;gengengengenacc";"_nn__;m3fnnn";"conjadjsubstinterpbedzie;substsubstsubstpactsubst";"niż;wczesny;wybory;,;być;blok;naprawa;państwo;stabilizować;zaplecze";"niż;wcześniejsze;wybory;,;będzie;Bloku;Naprawy;Państwa;stabilizującego;zaplecze";"_plpl_sg;sgsgsgsgsg";"_nomnom__;gengengengenacc";"_nn__;m3fnnn";"NONE;29219";"0;0";"0;0";"actor;patient"
"subst;subst";"substinterpbedziegersubst;substpactsubstsubstprep";"naprawa;państwo";"wybory;,;być;powstać;blok;państwo;stabilizować;zaplecze;rząd;w";"Naprawy;Państwa";"wybory;,;będzie;powstanie;Bloku;Państwa;stabilizującego;zaplecze;rządu;w";"sg;sg";"pl_sgsgsg;sgsgsgsg_";"gen;gen";"nom__nomgen;gengenaccgenloc";"f;n";"n__nm3;nnnm3_";1;;chunk_np;equivalent:Repairing_subsumed:GeographicArea;"19597;226868";equivalent:Repairing_subsumed:GeographicArea;"19597;226868";"substinterpbedziegersubst;substpactsubstsubstprep";"wybory;,;być;powstać;blok;państwo;stabilizować;zaplecze;rząd;w";"wybory;,;będzie;powstanie;Bloku;Państwa;stabilizującego;zaplecze;rządu;w";"pl_sgsgsg;sgsgsgsg_";"nom__nomgen;gengenaccgenloc";"n__nm3;nnnm3_";"substinterpbedziegersubst;substpactsubstsubstprep";"wybory;,;być;powstać;blok;państwo;stabilizować;zaplecze;rząd;w";"wybory;,;będzie;powstanie;Bloku;Państwa;stabilizującego;zaplecze;rządu;w";"pl_sgsgsg;sgsgsgsg_";"nom__nomgen;gengenaccgenloc";"n__nm3;nnnm3_";"19597;226868";"1;0";"0;0";"undergoer;patient"
"subst;subst";"substinterpbedziegersubst;substpactsubstsubstprep";"naprawa;państwo";"wybory;,;być;powstać;blok;państwo;stabilizować;zaplecze;rząd;w";"Naprawy;Państwa";"wybory;,;będzie;powstanie;Bloku;Państwa;stabilizującego;zaplecze;rządu;w";"sg;sg";"pl_sgsgsg;sgsgsgsg_";"gen;gen";"nom__nomgen;gengenaccgenloc";"f;n";"n__nm3;nnnm3_";1;;chunk_np;equivalent:Repairing_subsumed:GeographicArea;"19597;226868";equivalent:Repairing_subsumed:GeographicArea;"19597;226868";"substinterpbedziegersubst;substpactsubstsubstprep";"wybory;,;być;powstać;blok;państwo;stabilizować;zaplecze;rząd;w";"wybory;,;będzie;powstanie;Bloku;Państwa;stabilizującego;zaplecze;rządu;w";"pl_sgsgsg;sgsgsgsg_";"nom__nomgen;gengenaccgenloc";"n__nm3;nnnm3_";"substinterpbedziegersubst;substpactsubstsubstprep";"wybory;,;być;powstać;blok;państwo;stabilizować;zaplecze;rząd;w";"wybory;,;będzie;powstanie;Bloku;Państwa;stabilizującego;zaplecze;rządu;w";"pl_sgsgsg;sgsgsgsg_";"nom__nomgen;gengenaccgenloc";"n__nm3;nnnm3_";"19597;226868";"1;0";"0;0";"undergoer;patient"
"pact;subst";"bedziegersubstsubstsubst;substsubstprepsubstinterp";"stabilizować;blok";"być;powstać;blok;naprawa;państwo;zaplecze;rząd;w;sejm;""";"stabilizującego;Bloku";"będzie;powstanie;Bloku;Naprawy;Państwa;zaplecze;rządu;w;Sejmie;""";"sg;sg";"sgsgsgsgsg;sgsg_sg_";"gen;gen";"_nomgengengen;accgenlocloc_";"n;m3";"_nm3fn;nm3_m3_";3;substsubst;chunk_np;"NONE_subsumed:PoliticalOrganization;subsumed:Organization";"54342;29219";"NONE_subsumed:PoliticalOrganization;subsumed:Organization";"54342;29219";"bedziegersubstsubstsubst;substsubstprepsubstinterp";"być;powstać;blok;naprawa;państwo;zaplecze;rząd;w;sejm;""";"będzie;powstanie;Bloku;Naprawy;Państwa;zaplecze;rządu;w;Sejmie;""";"sgsgsgsgsg;sgsg_sg_";"_nomgengengen;accgenlocloc_";"_nm3fn;nm3_m3_";"bedziegersubstsubstsubst;substsubstprepsubstinterp";"być;powstać;blok;naprawa;państwo;zaplecze;rząd;w;sejm;""";"będzie;powstanie;Bloku;Naprawy;Państwa;zaplecze;rządu;w;Sejmie;""";"sgsgsgsgsg;sgsg_sg_";"_nomgengengen;accgenlocloc_";"_nm3fn;nm3_m3_";"54342;29219";"0;0";"0;0";"actor;agent"
"pact;subst";"bedziegersubstsubstsubst;substsubstprepsubstinterp";"stabilizować;zaplecze";"być;powstać;blok;naprawa;państwo;zaplecze;rząd;w;sejm;""";"stabilizującego;zaplecze";"będzie;powstanie;Bloku;Naprawy;Państwa;zaplecze;rządu;w;Sejmie;""";"sg;sg";"sgsgsgsgsg;sgsg_sg_";"gen;acc";"_nomgengengen;accgenlocloc_";"n;n";"_nm3fn;nm3_m3_";1;;chunk_np;NONE_subsumed:StationaryArtifact;"54342;8378";NONE_subsumed:StationaryArtifact;"54342;8378";"bedziegersubstsubstsubst;substsubstprepsubstinterp";"być;powstać;blok;naprawa;państwo;zaplecze;rząd;w;sejm;""";"będzie;powstanie;Bloku;Naprawy;Państwa;zaplecze;rządu;w;Sejmie;""";"sgsgsgsgsg;sgsg_sg_";"_nomgengengen;accgenlocloc_";"_nm3fn;nm3_m3_";"bedziegersubstsubstsubst;substsubstprepsubstinterp";"być;powstać;blok;naprawa;państwo;zaplecze;rząd;w;sejm;""";"będzie;powstanie;Bloku;Naprawy;Państwa;zaplecze;rządu;w;Sejmie;""";"sgsgsgsgsg;sgsg_sg_";"_nomgengengen;accgenlocloc_";"_nm3fn;nm3_m3_";"54342;8378";"0;0";"0;0";"undergoer;patient"
"ppas;subst";"praetqubprepgersubst;advsubstadjinterpNONE";"wspomnieć;pakt";"powstać;by;po;wypełnieć;założenie;wysoce;pakt;stabilizacyjny;.;NONE";"wspomnianego;paktu";"powstała;by;po;wypełnieniu;założeń;wyżej;paktu;stabilizacyjnego;.;NONE";"sg;sg";"sg__sgpl;_sgsg_";"gen;gen";"__loclocgen;_gengen_";"n;m3";"f__nn;_m3m3_";2;adv;chunk_np;NONE_subsumed:Treaty;"3885;16728";NONE_subsumed:Treaty;"3885;16728";"praetqubprepgersubst;advsubstadjinterpNONE";"powstać;by;po;wypełnieć;założenie;wysoce;pakt;stabilizacyjny;.;NONE";"powstała;by;po;wypełnieniu;założeń;wyżej;paktu;stabilizacyjnego;.;NONE";"sg__sgpl;_sgsg_";"__loclocgen;_gengen_";"f__nn;_m3m3_";"praetqubprepgersubst;advsubstadjinterpNONE";"powstać;by;po;wypełnieć;założenie;wysoce;pakt;stabilizacyjny;.;NONE";"powstała;by;po;wypełnieniu;założeń;wyżej;paktu;stabilizacyjnego;.;NONE";"sg__sgpl;_sgsg_";"__loclocgen;_gengen_";"f__nn;_m3m3_";"3885;16728";"0;0";"0;1";"undergoer;patient"
"subst;adj";"substpraetinterpadjinterp;prepsubstsubstadjinterp";"rozmowa;poważny";"PiS;zapowiedzieć;"";poważny;"";z;przywódca;platforma;obywatelski;.";"rozmowę;poważną";"PiS;zapowiedział;"";poważną;"";z;przywódcami;Platformy;Obywatelskiej;.";"sg;sg";"sgsg_sg_;_plsgsg_";"acc;acc";"gen__acc_;instinstgengen_";"f;f";"nm1_f_;_m1ff_";2;interp;chunk_np;equivalent:Speaking_subsumed:Dangerous;"551;405832";equivalent:Speaking_subsumed:Dangerous;"551;405832";"substpraetinterpadjinterp;prepsubstsubstadjinterp";"PiS;zapowiedzieć;"";poważny;"";z;przywódca;platforma;obywatelski;.";"PiS;zapowiedział;"";poważną;"";z;przywódcami;Platformy;Obywatelskiej;.";"sgsg_sg_;_plsgsg_";"gen__acc_;instinstgengen_";"nm1_f_;_m1ff_";"substpraetinterpadjinterp;prepsubstsubstadjinterp";"PiS;zapowiedzieć;"";poważny;"";z;przywódca;platforma;obywatelski;.";"PiS;zapowiedział;"";poważną;"";z;przywódcami;Platformy;Obywatelskiej;.";"sgsg_sg_;_plsgsg_";"gen__acc_;instinstgengen_";"nm1_f_;_m1ff_";"551;405832";"0;0";"1;0";manner
"subst;adj";"interpinterpconjpraetadj;prepsubstinterpqubfin";"odpowiedź;jednoznaczny";"';,;ale;uniknąć;jednoznaczny;na;to;,;czy;wziąć";"odpowiedzi;jednoznacznej";"';,;ale;uniknął;jednoznacznej;na;to;,;czy;weźmie";"sg;sg";"___sgsg;_sg__sg";"gen;gen";"____gen;accacc___";"f;f";"___m1f;_n___";1;;chunk_np;subsumed:Procedure_subsumed:SubjectiveAssessmentAttribute;"8205;2930";subsumed:Procedure_subsumed:SubjectiveAssessmentAttribute;"8205;2930";"interpinterpconjpraetadj;prepsubstinterpqubfin";"';,;ale;uniknąć;jednoznaczny;na;to;,;czy;wziąć";"';,;ale;uniknął;jednoznacznej;na;to;,;czy;weźmie";"___sgsg;_sg__sg";"____gen;accacc___";"___m1f;_n___";"interpinterpconjpraetadj;prepsubstinterpqubfin";"';,;ale;uniknąć;jednoznaczny;na;to;,;czy;wziąć";"';,;ale;uniknął;jednoznacznej;na;to;,;czy;weźmie";"___sgsg;_sg__sg";"____gen;accacc___";"___m1f;_n___";"8205;2930";"0;0";"0;0";manner
"subst;subst";"NONENONEadvconjprep;substsubstconjsubstsubst";"udział;Jarosław";"NONE;NONE;prawdopodobnie;jednak;bez;Jarosław;Kaczyński;i;Jan;rokita";"udziału;Jarosława";"NONE;NONE;Prawdopodobnie;jednak;bez;Jarosława;Kaczyńskiego;i;Jana;Rokity";"sg;sg";"___;sgsg_sgsg";"gen;gen";"__gen;gengen_gengen";"m3;m1";"___;m1m1_m1f";1;;chunk_np;subsumed:Attribute_instance_of:City;"4638;77527";subsumed:Attribute_instance_of:City;"4638;77527";"NONENONEadvconjprep;substsubstconjsubstsubst";"NONE;NONE;prawdopodobnie;jednak;bez;Jarosław;Kaczyński;i;Jan;rokita";"NONE;NONE;Prawdopodobnie;jednak;bez;Jarosława;Kaczyńskiego;i;Jana;Rokity";"___;sgsg_sgsg";"__gen;gengen_gengen";"___;m1m1_m1f";"NONENONEadvconjprep;substsubstconjsubstsubst";"NONE;NONE;prawdopodobnie;jednak;bez;Jarosław;Kaczyński;i;Jan;rokita";"NONE;NONE;Prawdopodobnie;jednak;bez;Jarosława;Kaczyńskiego;i;Jana;Rokity";"___;sgsg_sgsg";"__gen;gengen_gengen";"___;m1m1_m1f";"4638;77527";"0;0";"0;0";"actor;agent"
"subst;subst";"praetadvadvsubstprep;substadjsubstinterpadj";"obrada;rada";"zapowiedzieć;wczoraj;publicznie;Kaczyński;po;rada;polityczny;PiS;,;który";"obradach;Rady";"zapowiedział;wczoraj;publicznie;Kaczyński;po;Rady;Politycznej;PiS;,;która";"pl;sg";"sg__sg_;sgsgsg_sg";"loc;gen";"___nomloc;gengengen_nom";"f;f";"m1__m1_;ffn_f";1;;chunk_np;NONE_subsumed:OrganizationalBoard;"NONE;7801";NONE_subsumed:OrganizationalBoard;"NONE;7801";"praetadvadvsubstprep;substadjsubstinterpadj";"zapowiedzieć;wczoraj;publicznie;Kaczyński;po;rada;polityczny;PiS;,;który";"zapowiedział;wczoraj;publicznie;Kaczyński;po;Rady;Politycznej;PiS;,;która";"sg__sg_;sgsgsg_sg";"___nomloc;gengengen_nom";"m1__m1_;ffn_f";"praetadvadvsubstprep;substadjsubstinterpadj";"zapowiedzieć;wczoraj;publicznie;Kaczyński;po;rada;polityczny;PiS;,;który";"zapowiedział;wczoraj;publicznie;Kaczyński;po;Rady;Politycznej;PiS;,;która";"sg__sg_;sgsgsg_sg";"___nomloc;gengengen_nom";"m1__m1_;ffn_f";"NONE;7801";"0;0";"0;0";"actor;agent"
"subst;adj";"advadvsubstprepsubst;adjsubstinterpadjpraet";"rada;polityczny";"wczoraj;publicznie;Kaczyński;po;obrada;polityczny;PiS;,;który;zaproponować";"Rady;Politycznej";"wczoraj;publicznie;Kaczyński;po;obradach;Politycznej;PiS;,;która;zaproponowała";"sg;sg";"__sg_pl;sgsg_sgsg";"gen;gen";"__nomlocloc;gengen_nom_";"f;f";"__m1_f;fn_ff";1;;chunk_np;subsumed:OrganizationalBoard_equivalent:PoliticalOrganization;"7801;8557";subsumed:OrganizationalBoard_equivalent:PoliticalOrganization;"7801;8557";"advadvsubstprepsubst;adjsubstinterpadjpraet";"wczoraj;publicznie;Kaczyński;po;obrada;polityczny;PiS;,;który;zaproponować";"wczoraj;publicznie;Kaczyński;po;obradach;Politycznej;PiS;,;która;zaproponowała";"__sg_pl;sgsg_sgsg";"__nomlocloc;gengen_nom_";"__m1_f;fn_ff";"advadvsubstprepsubst;adjsubstinterpadjpraet";"wczoraj;publicznie;Kaczyński;po;obrada;polityczny;PiS;,;który;zaproponować";"wczoraj;publicznie;Kaczyński;po;obradach;Politycznej;PiS;,;która;zaproponowała";"__sg_pl;sgsg_sgsg";"__nomlocloc;gengen_nom_";"__m1_f;fn_ff";"7801;8557";"0;0";"0;0";attribute
"ger;subst";"adjpraetadjsubstadj;substsubstsubstinterpconj";"zawrzeć;blok";"który;zaproponować;wszystek;kluba;parlamentarny;blok;naprawa;państwo;,;czyli";"zawarcie;Bloku";"która;zaproponowała;wszystkim;klubom;parlamentarnym;Bloku;Naprawy;Państwa;,;czyli";"sg;sg";"sgsgplplsg;sgsgsg__";"acc;gen";"nom_datdatinst;gengengen__";"n;m3";"ffffn;m3fn__";1;;chunk_np;"NONE_subsumed:PoliticalOrganization;subsumed:Organization";"NONE;29219";"NONE_subsumed:PoliticalOrganization;subsumed:Organization";"NONE;29219";"adjpraetadjsubstadj;substsubstsubstinterpconj";"który;zaproponować;wszystek;kluba;parlamentarny;blok;naprawa;państwo;,;czyli";"która;zaproponowała;wszystkim;klubom;parlamentarnym;Bloku;Naprawy;Państwa;,;czyli";"sgsgplplsg;sgsgsg__";"nom_datdatinst;gengengen__";"ffffn;m3fn__";"adjpraetadjsubstadj;substsubstsubstinterpconj";"który;zaproponować;wszystek;kluba;parlamentarny;blok;naprawa;państwo;,;czyli";"która;zaproponowała;wszystkim;klubom;parlamentarnym;Bloku;Naprawy;Państwa;,;czyli";"sgsgplplsg;sgsgsg__";"nom_datdatinst;gengengen__";"ffffn;m3fn__";"NONE;29219";"0;0";"0;0";undergoer
"pact;subst";"substinterpconjsubstsubst;substsubstinterpadjprep";"popierać;koalicja";"państwo;,;czyli;forma;koalicja;rząd;Marcinkiewicz;,;który;z";"popierającej;koalicji";"Państwa;,;czyli;formy;koalicji;rząd;Marcinkiewicza;,;która;z";"sg;sg";"sg__sgsg;sgsg_sg_";"gen;gen";"gen__gengen;accgen_nominst";"f;f";"n__ff;m3m1_f_";1;;chunk_np;"NONE_subsumed:PoliticalOrganization;subsumed:Organization";"2447;1259";"NONE_subsumed:PoliticalOrganization;subsumed:Organization";"2447;1259";"substinterpconjsubstsubst;substsubstinterpadjprep";"państwo;,;czyli;forma;koalicja;rząd;Marcinkiewicz;,;który;z";"Państwa;,;czyli;formy;koalicji;rząd;Marcinkiewicza;,;która;z";"sg__sgsg;sgsg_sg_";"gen__gengen;accgen_nominst";"n__ff;m3m1_f_";"substinterpconjsubstsubst;substsubstinterpadjprep";"państwo;,;czyli;forma;koalicja;rząd;Marcinkiewicz;,;który;z";"Państwa;,;czyli;formy;koalicji;rząd;Marcinkiewicza;,;która;z";"sg__sgsg;sgsg_sg_";"gen__gengen;accgen_nominst";"n__ff;m3m1_f_";"2447;1259";"0;0";"0;0";"actor;agent"
"pact;subst";"substinterpconjsubstsubst;substsubstinterpadjprep";"popierać;rząd";"państwo;,;czyli;forma;koalicja;rząd;Marcinkiewicz;,;który;z";"popierającej;rząd";"Państwa;,;czyli;formy;koalicji;rząd;Marcinkiewicza;,;która;z";"sg;sg";"sg__sgsg;sgsg_sg_";"gen;acc";"gen__gengen;accgen_nominst";"f;m3";"n__ff;m3m1_f_";1;;chunk_np;"NONE_subsumed:PoliticalOrganization;equivalent:Government";"2447;888";"NONE_subsumed:PoliticalOrganization;equivalent:Government";"2447;888";"substinterpconjsubstsubst;substsubstinterpadjprep";"państwo;,;czyli;forma;koalicja;rząd;Marcinkiewicz;,;który;z";"Państwa;,;czyli;formy;koalicji;rząd;Marcinkiewicza;,;która;z";"sg__sgsg;sgsg_sg_";"gen__gengen;accgen_nominst";"n__ff;m3m1_f_";"substinterpconjsubstsubst;substsubstinterpadjprep";"państwo;,;czyli;forma;koalicja;rząd;Marcinkiewicz;,;który;z";"Państwa;,;czyli;formy;koalicji;rząd;Marcinkiewicza;,;która;z";"sg__sgsg;sgsg_sg_";"gen__gengen;accgen_nominst";"n__ff;m3m1_f_";"2447;888";"0;0";"0;1";"undergoer;theme"
"subst;ppas";"adjadjsubstprepppas;interpNONENONENONENONE";"strona;zainteresować";"żaden;wczesny;ustalenie;z;zainteresować;.;NONE;NONE;NONE;NONE";"stronami;zainteresowanymi";"żadnych;wcześniejszych;ustaleń;z;zainteresowanymi;.;NONE;NONE;NONE;NONE";"pl;pl";"plplpl_pl;_";"inst;inst";"gengengeninstinst;_";"f;f";"nnn_f;_";1;;chunk_np;subsumed:Relation_NONE;"28669;4162";subsumed:Relation_NONE;"28669;4162";"adjadjsubstprepppas;interpNONENONENONENONE";"żaden;wczesny;ustalenie;z;zainteresować;.;NONE;NONE;NONE;NONE";"żadnych;wcześniejszych;ustaleń;z;zainteresowanymi;.;NONE;NONE;NONE;NONE";"plplpl_pl;_";"gengengeninstinst;_";"nnn_f;_";"adjadjsubstprepppas;interpNONENONENONENONE";"żaden;wczesny;ustalenie;z;zainteresować;.;NONE;NONE;NONE;NONE";"żadnych;wcześniejszych;ustaleń;z;zainteresowanymi;.;NONE;NONE;NONE;NONE";"plplpl_pl;_";"gengengeninstinst;_";"nnn_f;_";"28669;4162";"0;0";"0;0";attribute
"subst;subst";"adjsubstinterpadjprep;substinterpNONENONENONE";"wykonanie;taniec";"chocholi;taniec;"";koalicyjny;w;Kaczyński;.;NONE;NONE;NONE";"wykonaniu;tańców";"chocholich;tańców;"";koalicyjnych;w;Kaczyńskiego;.;NONE;NONE;NONE";"sg;pl";"plpl_pl_;sg_";"loc;gen";"gengen_genloc;gen_";"n;m3";"m3m3_m3_;m1_";4;interpadjprep;chunk_np;NONE_subsumed:MakingMusic;"99626;10970";NONE_subsumed:MakingMusic;"99626;10970";"adjsubstinterpadjprep;substinterpNONENONENONE";"chocholi;taniec;"";koalicyjny;w;Kaczyński;.;NONE;NONE;NONE";"chocholich;tańców;"";koalicyjnych;w;Kaczyńskiego;.;NONE;NONE;NONE";"plpl_pl_;sg_";"gengen_genloc;gen_";"m3m3_m3_;m1_";"adjsubstinterpadjprep;substinterpNONENONENONE";"chocholi;taniec;"";koalicyjny;w;Kaczyński;.;NONE;NONE;NONE";"chocholich;tańców;"";koalicyjnych;w;Kaczyńskiego;.;NONE;NONE;NONE";"plpl_pl_;sg_";"gengen_genloc;gen_";"m3m3_m3_;m1_";"99626;10970";"1;0";"0;0";undergoer
"subst;subst";"adjsubstinterpadjprep;substinterpNONENONENONE";"wykonanie;Kaczyński";"chocholi;taniec;"";koalicyjny;w;Kaczyński;.;NONE;NONE;NONE";"wykonaniu;Kaczyńskiego";"chocholich;tańców;"";koalicyjnych;w;Kaczyńskiego;.;NONE;NONE;NONE";"sg;sg";"plpl_pl_;sg_";"loc;gen";"gengen_genloc;gen_";"n;m1";"m3m3_m3_;m1_";1;;chunk_np;NONE_NONE;"99626;NONE";NONE_NONE;"99626;NONE";"adjsubstinterpadjprep;substinterpNONENONENONE";"chocholi;taniec;"";koalicyjny;w;Kaczyński;.;NONE;NONE;NONE";"chocholich;tańców;"";koalicyjnych;w;Kaczyńskiego;.;NONE;NONE;NONE";"plpl_pl_;sg_";"gengen_genloc;gen_";"m3m3_m3_;m1_";"adjsubstinterpadjprep;substinterpNONENONENONE";"chocholi;taniec;"";koalicyjny;w;Kaczyński;.;NONE;NONE;NONE";"chocholich;tańców;"";koalicyjnych;w;Kaczyńskiego;.;NONE;NONE;NONE";"plpl_pl_;sg_";"gengen_genloc;gen_";"m3m3_m3_;m1_";"99626;NONE";"1;0";"0;0";"actor;agent"
"subst;subst";"NONENONEadvconjprep;substsubstconjsubstsubst";"udział;Jarosław";"NONE;NONE;prawdopodobnie;jednak;bez;Jarosław;Kaczyński;i;Jan;rokita";"udziału;Jarosława";"NONE;NONE;Prawdopodobnie;jednak;bez;Jarosława;Kaczyńskiego;i;Jana;Rokity";"sg;sg";"___;sgsg_sgsg";"gen;gen";"__gen;gengen_gengen";"m3;m1";"___;m1m1_m1f";1;;chunk_np;subsumed:Attribute_instance_of:City;"4638;77527";subsumed:Attribute_instance_of:City;"4638;77527";"NONENONEadvconjprep;substsubstconjsubstsubst";"NONE;NONE;prawdopodobnie;jednak;bez;Jarosław;Kaczyński;i;Jan;rokita";"NONE;NONE;Prawdopodobnie;jednak;bez;Jarosława;Kaczyńskiego;i;Jana;Rokity";"___;sgsg_sgsg";"__gen;gengen_gengen";"___;m1m1_m1f";"NONENONEadvconjprep;substsubstconjsubstsubst";"NONE;NONE;prawdopodobnie;jednak;bez;Jarosław;Kaczyński;i;Jan;rokita";"NONE;NONE;Prawdopodobnie;jednak;bez;Jarosława;Kaczyńskiego;i;Jana;Rokity";"___;sgsg_sgsg";"__gen;gengen_gengen";"___;m1m1_m1f";"4638;77527";"0;0";"0;0";"actor;agent"
"subst;subst";"NONENONEadvconjprep;substsubstconjsubstsubst";"udział;Jan";"NONE;NONE;prawdopodobnie;jednak;bez;Jarosław;Kaczyński;i;Jan;rokita";"udziału;Jana";"NONE;NONE;Prawdopodobnie;jednak;bez;Jarosława;Kaczyńskiego;i;Jana;Rokity";"sg;sg";"___;sgsg_sgsg";"gen;gen";"__gen;gengen_gengen";"m3;m1";"___;m1m1_m1f";4;substsubstconj;chunk_np;"subsumed:Attribute_subsumed:Male;subsumed:Human";"4638;400041";"subsumed:Attribute_subsumed:Male;subsumed:Human";"4638;400041";"NONENONEadvconjprep;substsubstconjsubstsubst";"NONE;NONE;prawdopodobnie;jednak;bez;Jarosław;Kaczyński;i;Jan;rokita";"NONE;NONE;Prawdopodobnie;jednak;bez;Jarosława;Kaczyńskiego;i;Jana;Rokity";"___;sgsg_sgsg";"__gen;gengen_gengen";"___;m1m1_m1f";"NONENONEadvconjprep;substsubstconjsubstsubst";"NONE;NONE;prawdopodobnie;jednak;bez;Jarosław;Kaczyński;i;Jan;rokita";"NONE;NONE;Prawdopodobnie;jednak;bez;Jarosława;Kaczyńskiego;i;Jana;Rokity";"___;sgsg_sgsg";"__gen;gengen_gengen";"___;m1m1_m1f";"4638;400041";"0;0";"0;0";"actor;agent"
"subst;subst";"NONENONEadvconjprep;substsubstconjsubstsubst";"udział;Jan";"NONE;NONE;prawdopodobnie;jednak;bez;Jarosław;Kaczyński;i;Jan;rokita";"udziału;Jana";"NONE;NONE;Prawdopodobnie;jednak;bez;Jarosława;Kaczyńskiego;i;Jana;Rokity";"sg;sg";"___;sgsg_sgsg";"gen;gen";"__gen;gengen_gengen";"m3;m1";"___;m1m1_m1f";4;substsubstconj;chunk_np;"subsumed:Attribute_subsumed:Male;subsumed:Human";"4638;400041";"subsumed:Attribute_subsumed:Male;subsumed:Human";"4638;400041";"NONENONEadvconjprep;substsubstconjsubstsubst";"NONE;NONE;prawdopodobnie;jednak;bez;Jarosław;Kaczyński;i;Jan;rokita";"NONE;NONE;Prawdopodobnie;jednak;bez;Jarosława;Kaczyńskiego;i;Jana;Rokity";"___;sgsg_sgsg";"__gen;gengen_gengen";"___;m1m1_m1f";"NONENONEadvconjprep;substsubstconjsubstsubst";"NONE;NONE;prawdopodobnie;jednak;bez;Jarosław;Kaczyński;i;Jan;rokita";"NONE;NONE;Prawdopodobnie;jednak;bez;Jarosława;Kaczyńskiego;i;Jana;Rokity";"___;sgsg_sgsg";"__gen;gengen_gengen";"___;m1m1_m1f";"4638;400041";"0;0";"0;0";"actor;agent"
"subst;subst";"praetadvadvsubstprep;substadjsubstinterpadj";"obrada;rada";"zapowiedzieć;wczoraj;publicznie;Kaczyński;po;rada;polityczny;PiS;,;który";"obradach;Rady";"zapowiedział;wczoraj;publicznie;Kaczyński;po;Rady;Politycznej;PiS;,;która";"pl;sg";"sg__sg_;sgsgsg_sg";"loc;gen";"___nomloc;gengengen_nom";"f;f";"m1__m1_;ffn_f";1;;chunk_np;NONE_subsumed:OrganizationalBoard;"NONE;7801";NONE_subsumed:OrganizationalBoard;"NONE;7801";"praetadvadvsubstprep;substadjsubstinterpadj";"zapowiedzieć;wczoraj;publicznie;Kaczyński;po;rada;polityczny;PiS;,;który";"zapowiedział;wczoraj;publicznie;Kaczyński;po;Rady;Politycznej;PiS;,;która";"sg__sg_;sgsgsg_sg";"___nomloc;gengengen_nom";"m1__m1_;ffn_f";"praetadvadvsubstprep;substadjsubstinterpadj";"zapowiedzieć;wczoraj;publicznie;Kaczyński;po;rada;polityczny;PiS;,;który";"zapowiedział;wczoraj;publicznie;Kaczyński;po;Rady;Politycznej;PiS;,;która";"sg__sg_;sgsgsg_sg";"___nomloc;gengengen_nom";"m1__m1_;ffn_f";"NONE;7801";"0;0";"0;0";"actor;agent"
